Taxonomic groups,Genus,Species,European IUCN Red List Version 2021-3,Regional IUCN Red List Version 2005,Regional Red List of vascular plants 2022,Latitude,Longitude,Source,Resolution
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.83299,-6.882688,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.90006,-6.883125,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.958244,-7.157786,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.892635,-6.83711,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.84589,-7.178159,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.83243,-7.149578,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.789165,-7.186554,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.886524,-6.942621,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.85141,-6.93266,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.854794,-6.586947,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.961334,-6.771678,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.86937,-6.752,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9067,-7.146195,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.894585,-6.89548,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.821285,-6.598535,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.80671,-7.191597,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.766693,-6.563641,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.862785,-7.002668,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.86918,-6.751399,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.88799,-6.731143,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.844727,-6.859868,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.922626,-6.730402,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.883827,-7.065442,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.867496,-6.838418,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.901066,-6.749061,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.889072,-6.819798,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.815487,-6.601791,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.85632,-6.687155,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.829105,-6.630232,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.87787,-6.668486,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8546,-6.587977,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.81944,-6.578232,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.6294,-6.858419,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.971336,-6.768812,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.914642,-6.777581,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.96734,-6.792418,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.86249,-6.540824,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.941113,-7.051111,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.967495,-7.114181,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.948658,-7.009769,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.82117,-6.677351,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.850643,-6.61155,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.841904,-6.880582,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.859467,-6.885544,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.812256,-6.946255,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.83385,-6.927685,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.86897,-6.937638,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.915234,-6.555433,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.928864,-6.583914,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.823383,-6.554669,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.801857,-6.573365,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.80822,-6.969793,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8617,-6.581,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.950554,-7.165103,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.939575,-7.0573,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.788914,-6.950011,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.824005,-6.634948,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.88937,-6.804013,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.894886,-6.721573,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9644,-6.7741,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8841,-6.7374,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9643,-6.7741,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9506,-6.9714,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.93389,-6.816738,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.93168,-6.851606,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.912926,-6.897483,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.91952,-6.912503,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.866463,-6.525814,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.892826,-6.842587,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.916634,-6.849099,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.939945,-6.616292,EOD - Bird (GBIF Dataset),GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8896,-6.82344,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9023,-6.73509,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.983,-6.795,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.965,-6.9594,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9411,-7.05111,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9113,-6.56729,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8949,-6.72157,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9365,-6.75518,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8447,-6.85987,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9806,-6.79481,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9021,-7.03567,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9389,-6.76513,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9339,-6.81674,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9317,-6.85161,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9129,-6.89748,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9195,-6.9125,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.871151,-6.678844,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.723,-6.82244,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8212,-6.67735,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8506,-6.61155,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8419,-6.88058,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8595,-6.88554,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8123,-6.94626,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8339,-6.92768,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.869,-6.93764,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9152,-6.55543,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9289,-6.58391,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8841,-6.7374,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9643,-6.7741,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.914435,-6.569313,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8234,-6.55467,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8019,-6.57336,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8928,-6.84259,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9166,-6.8491,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9399,-6.61629,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9506,-7.1651,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9613,-6.77168,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9584,-7.11595,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9396,-7.0573,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9386,-6.61639,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8817,-6.84616,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8548,-6.58695,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8973,-6.86613,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7889,-6.95001,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.824,-6.63495,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8894,-6.80401,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9644,-6.7741,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8665,-6.52581,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8711,-6.67735,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8617,-6.581,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9506,-6.9714,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.6718,-6.90658,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7245,-6.92143,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7501,-6.87935,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8512,-7.00172,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8838,-7.06544,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8675,-6.83842,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9011,-6.74906,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8891,-6.8198,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9673,-6.79242,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9527,-6.98618,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9675,-7.11418,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9487,-7.00977,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7459,-6.56987,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8082,-6.96979,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.888,-6.73114,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9226,-6.7304,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8155,-6.60179,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8563,-6.68716,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8291,-6.63023,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8779,-6.66849,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8546,-6.58798,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8194,-6.57823,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.6294,-6.85842,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9713,-6.76881,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9146,-6.77758,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7667,-6.56364,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9113,-6.57903,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8625,-6.54082,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9377,-7.17987,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8459,-7.17816,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8324,-7.14958,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7892,-7.18655,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8865,-6.94262,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8514,-6.93266,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8694,-6.752,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9067,-7.1462,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8946,-6.89548,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8213,-6.59853,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8067,-7.1916,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8628,-7.00267,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8692,-6.7514,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.7443,-6.56971,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8439,-6.94648,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8961,-6.77414,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.934,-6.58036,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.847,-6.55205,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9518,-6.97366,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9097,-6.67687,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9567,-6.96259,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8336,-7.00474,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.833,-6.88269,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9001,-6.88312,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9582,-7.15779,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8926,-6.83711,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.885,-6.82314,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8479,-6.93446,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8603,-6.9844,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8536,-7.01413,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8597,-6.98649,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8986,-6.87191,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.6542,-6.90163,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8513,-6.77101,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.8918,-7.00072,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.9051,-6.72548,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.915249,-6.569746,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.890571,-6.696759,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.871253,-6.681313,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.92,-7.08627,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.85,-6.86667,GBIF,GPS
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.87452420493477,-6.753894452794556,Floradata,1 Km
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.86505074355228,-6.730129998166196,Floradata,1 Km
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.86359958607805,-6.6578945534769165,Floradata,1 Km
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.85484527899052,-6.670260274234573,Floradata,1 Km
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.85435414886435,-6.646186052169915,Floradata,1 Km
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.94482052976463,-7.1615807504621305,Floradata,1 Km
Birds,Hirundo,Hirundo rustica,Least Concern (LC),Least Concern (LC),,41.907832128930814,-7.102360264130098,Floradata,1 Km
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9504752083,-6.7648181319,INaturalist,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9510734646,-6.7660304904,INaturalist,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9547870536,-6.9663512707,INaturalist,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.954787,-6.966351,GBIF,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.844901,-6.709042,GBIF,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.950475,-6.764818,GBIF,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9486740734,-6.76199766952,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9853739248,-6.79692515652,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8912655254,-6.59525979219,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9177544439,-6.57014895257,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9579084828,-6.77374023028,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9671417577,-6.78548617895,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9289300492,-7.17274475783,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8697335949,-6.87319751789,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9097657445,-6.61867828762,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9669083967,-6.77342676373,SP Botânica,GPS
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.89885285882894,-6.6204429635045985,Floradata,1 Km
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.88985391513247,-6.62077716160491,Floradata,1 Km
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.881103905356404,-6.633152998536772,Floradata,1 Km
Flora (vascular plants),Hispidella,Hispidella hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.86359958607805,-6.6578945534769165,Floradata,1 Km
